[-3, 0, 0, -2, 0, 3, 7, 4, -3, -30, 0]
[4, -10, -3, 1, -1, 1, 1, 3, 2, -30, 0]
[-3, 0, 2, 6, 2, -4, -8, 1, 1, -1, 0]
[-2, 4, 0, -7, -1, -5, -1, -5, -2, 3, 0]
[1, 4, -3, -4, 0, 3, 2, 3, 0, 4, 0]
[4, 4, 1, -1, 0, 1, 2, -2, -1, -1, 0]
[0, 0, -1, -2, -3, -1, 8, 3, 1, 5, 0]
[0, -1, 3, 6, 4, 3, 5, -5, 3, 9, 0]
